,,,,,,
"240","3273260","RS Ibu dan Anak Kota Bandung","RSIA","C","Pemkot","61"
"241","3273201","RS Paru Dr. H. A. Rotinsulu","RSK PARU","A","Kemkes","114"
"242","3273191","RS Khusus Mata Cicendo","RSK Mata","A","Kemkes","104"
"243","3273176","RS Umum Tk IV 03.07.03Sariningsih","RSU","D","TNI AD","68"
"244","3273165","RS Ibu dan Anak Limijati","RSIA","B","Perusahaan","78"
"245","3273121","RS Umum Rajawali","RSU","C","Organisasi Sosial","111"
"246","3273110","RS Umum Bungsu","RSU","D","Organisasi Sosial","56"
"247","3273106","RS Umum Muhammadiyah","RSU","C","Organisasi Islam","154"
"248","3273096","RS Umum Pindad","RSU","C","Swasta","63"
"249","3273085","RS Umum Advent Bandung","RSU","B","Organisasi Sosial","223"
"250","3273074","RS Umum Santo Borromeus","RSU","B","Organisasi Katholik","366"
"251","3273063","RS Umum Santo Yusup","RSU","C","Organisasi Katholik","202"
"252","3273052","RS Umum Immanuel Bandung","RSU","B","Organisasi Protestan","361"
"253","3204041","RS Umum Kebonjati","RSU","C","Swasta","132"
"254","3273030","RS Umum Lanud dr. M. Salamun","RSU","B","TNI AU","160"
"255","3273026","RSU Bhayangkara Tk II Sartika Asih","RSU","B","POLRI","119"
"256","3273015","RS Umum Pusat Dr. Hasan Sadikin","RSU","A","Kemkes","794"
"257","3272051","RS Umum Assyifa Sukabumi","RSU","C","Organisasi Sosial","144"
"258","3272036","RS Umum Ridogalih","RSU","D","Organisasi Sosial","50"
"259","3272014","RS Umum Daerah  R Syamsudin SH","RSU","B","Pemkot","536"
"260","3271139","RS Umum Trimitra","RSU","C","Perusahaan","75"
"261","3271126","BMC Mayapada Hospital","RSU","C","Perusahaan","91"
"262","3271115","RS Umum Hermina Bogor","RSU","B","Perusahaan","112"
"263","3271104","RS Umum Daerah Kota Bogor","RSU","B","Pemkot","255"
"264","3271072","RS Umum Azra","RSU","C","Perusahaan","97"
"265","3271046","RS Jiwa dr. H. Marzoeki Mahdi","RSK Jiwa","A","Kemkes","496"
"266","3271035","RS Umum Dr Muhamad Hassan Toto","RSU","C","TNI AU","129"
"267","3271024","RS Umum Salak","RSU","C","TNI AD","170"
"268","3271013","RS Umum PMI Bogor","RSU","B","Organisasi Sosial","220"
"269","3216329","RS Umum Permata Cibubur","RSU","B","Swasta","72"
"270","3216318","RS Umum Hermina Grand Wisata","RSU","B","Swasta","150"
"271","3275307","RS Siloam Bekasi Sepanjang Jaya","RSU","C","Swasta","60"
"272","3275296","RS Umum Islam dr. Subki Abdulkadir","RSU","D","Organisasi Sosial","42"
"273","3216285","RS Umum St Elisabeth","RSU","C","Organisasi Sosial","90"
"274","3275274","RS Umum Jati Sampurna","RSU","C","Swasta","59"
"275","3275263","RS Umum Citra Harapan","RSU","C","Swasta","90"
"276","3216252","RS Umum Daerah Kab.Bekasi","RSU","B","Pemkab","182"
"277","3275229","RS Umum Anna","RSU","C","Swasta","128"
"278","3216218","RS Umum Ananda","RSU","B","Swasta","157"
"279","3275207","RS Umum Graha Juanda","RSU","C","Swasta","64"
"280","3275196","RS Umum Bella","RSU","C","Swasta","86"
"281","3216185","RS Umum Hosana Medica","RSU","C","Swasta","126"
"282","3216174","RS Umum Rawa Lumbu","RSU","C","Organisasi Sosial","107"
"283","3216163","RS Umum Sentra Medika","RSU","B","Organisasi Sosial","120"
"284","3216152","RS Umum Siloam","RSU","B","Swasta","85"
"285","3275130","RS Umum Bhakti Kartini","RSU","C","Organisasi Sosial","97"
"286","3216126","RS Umum Annisa","RSU","C","Swasta","152"
"287","3275115","RS Umum Hermina Bekasi","RSU","B","Swasta","244"
"288","3216104","RS Umum Karya Medika","RSU","C","Organisasi Sosial","112"
"289","3275094","RS Umum Mitra Keluarga Bekasi  Barat","RSU","B","Swasta","213"
"290","3275083","RS Seto Hasbadi","RSU","D","Organisasi Sosial","70"
"291","3216072","RS Umum Bhakti Husada","RSU","C","Organisasi Sosial","90"
"292","3275061","RS Helsa","RSU","C","Swasta","53"
"293","3275050","RS Umum Budi Lestari","RSU","C","Perusahaan","66"
"294","3275024","RS Umum Mekar Sari  Bekasi","RSU","C","Organisasi Sosial","91"
"295","3275013","RS Umum Daerah dr. Chasbullah Abdulmadjid","RSU","B","Pemkot","581"
"296","3215145","RS Umum Mandaya","RSU","C","Swasta","122"
"297","3215134","RS Umum Izza","RSU","C","Swasta","89"
"298","3215123","RS Umum Citra Sari Husada","RSU","C","Swasta","157"
"299","3215112","RS Ibu dan Anak Dr. Djoko Pramono","RSIA","C","Swasta","32"
"300","3215100","RS Umum Delima Asih Sisma Medika","RSU","D","Swasta","81"
"301","3215089","RS Umum Saraswati","RSU","C","Swasta","59"
"302","3215078","RS Umum Islam Karawang","RSU","C","Organisasi Sosial","103"
"303","3215067","RS Umum Proklamasi","RSU","C","Swasta","99"
"304","3215056","RS Umum Karya Husada","RSU","C","Perusahaan","118"
"305","3215023","RS Umum Bayukarta","RSU","C","Organisasi Protestan","151"
"306","3215012","RS Umum Daerah Karawang","RSU","B","Pemkab","392"
"307","3214011","RS Umum Daerah Bayu Asih","RSU","B","Pemkab","200"
"308","3213032","RS Umum TNI AU Lanud Suryadarma","RSU","D","TNI AU","24"
"309","3213021","RS Umum PTPN VIII","RSU","D","BUMN","108"
"310","3213010","RS Umum Daerah Subang","RSU","B","Pemkab","305"
"311","3212031","RS Umum Daerah M.A. Sentot Patrol","RSU","C","Pemkab","132"
"312","3212016","RS Umum Daerah Kab. Indramayu","RSU","B","Pemkab","12"
"313","3211026","RS Umum Pakuwon","RSU","C","Swasta","109"
"314","3211015","RS Umum Daerah Sumedang","RSU","B","Pemkab","327"
"315","3210036","RS Bedah Budi Kasih","RSK BEDAH","C","Organisasi Sosial","16"
"316","3210025","RS Umum Daerah Cideres","RSU","C","Pemkab","240"
"317","3210014","RS Umum Daerah Majalengka","RSU","C","Pemkab","209"
"318","3209051","RS Umum Mitra Plumbon","RSU","B","Swasta","290"
"319","3209040","RS Umum Daerah Arjawinangun","RSU","B","Pemkab","376"
"320","3209036","RS Paru Provinsi Jawa Barat","RSK PARU","B","Pemprop","108"
"321","3209025","RS Pertamina Cirebon","RSU","C","Swasta","90"
"322","3209014","RS Umum Daerah Waled","RSU","B","Pemkab","246"
"323","3208035","RS Umum Sekar Kamulyan","RSU","C","Organisasi Sosial","107"
"324","3208024","RS Umum Wijaya Kusumah","RSU","C","Organisasi Sosial","121"
"325","3208013","RS Umum Daerah 45 Kuningan","RSU","B","Pemkab","169"
"326","3207045","RS Umum Permata Bunda","RSU","D","Organisasi Sosial","75"
"327","3207023","RS Umum Daerah Banjar","RSU","B","Pemkot","311"
"328","3207012","RS Umum Daerah Kab. Ciamis","RSU","C","Pemkab","312"
"329","3278081","RS Umum Prasetya Bunda","RSU","D","Swasta","43"
"330","3206070","RS Umum Jasa Kartini","RSU","C","Perusahaan","188"
"331","3206055","RS Umum Islam Hj. Siti Muniroh","RSU","D","Organisasi Islam","29"
"332","3206011","RS Umum Daerah dr. Soekardjo","RSU","B","Pemkot","423"
"333","3205021","RS Umum Tk IV Guntur","RSU","C","TNI AD","127"
"334","3205010","RS Umum Daerah dr. Slamet Garut","RSU","B","Pemkab","449"
"335","3204101","RS Umum Daerah Cicalengka","RSU","C","Pemkab","71"
"336","3204090","RS Umum Daerah Soreang","RSU","C","Pemkab","201"
"337","3204086","RS Umum Daerah Al Ihsan Provinsi Jawa Barat","RSU","B","Pemprop","331"
"338","3204075","RS Umum Mitra Kasih","RSU","C","Organisasi Sosial","148"
"339","3217042","RS Jiwa Provinsi Jawa Barat","RSK Jiwa","A","Pemprop","209"
"340","3277031","RS Umum Tk II Dustira","RSU","B","TNI AD","447"
"341","3277020","RS Umum Daerah Cibabat","RSU","B","Pemkot","269"
"342","3204016","RS Umum Daerah Majalaya","RSU","B","Pemkab","191"
"343","3203037","RS Umum Daerah Cimacan","RSU","C","Pemkab","137"
"344","3203015","RS Umum Daerah Sayang","RSU","B","Pemkab","516"
"345","3202062","RS Umum Hermina","RSU","C","Swasta","110"
"346","3202051","RS Umum Daerah Jampang Kulon","RSU","C","Pemprop","146"
"347","3202040","RS Umum Daerah Palabuhanratu","RSU","C","Pemkab","166"
"348","3202014","RS Umum Daerah Sekarwangi","RSU","B","Pemkab","199"
"349","3201218","RS Umum Islam Bogor","RSU","C","Organisasi Sosial","114"
"350","3201207","RS Umum MH. Thamrin","RSU","C","Swasta","121"
"351","3201196","RS Umum Bunda Margonda","RSU","C","Swasta","64"
"352","3201185","RS Umum Meilia","RSU","B","Swasta","166"
"353","3201152","RS Umum Mary Cileungsi Hijau","RSU","C","Swasta","129"
"354","3201141","RS Ibu dan Anak Tumbuh Kembang","RSIA","C","Organisasi Sosial","66"
"355","3201130","RS Ibu dan Anak Citra Insani","RSIA","C","Swasta","62"
"356","3201126","RS Umum Hermina Depok","RSU","B","Organisasi Sosial","183"
"357","3201115","RS Umum Bina Husada","RSU","C","Swasta","112"
"358","3201072","RS Umum Puri Cinere","RSU","B","Swasta","120"
"359","3201061","RS Umum Tugu Ibu","RSU","C","Organisasi Sosial","114"
"360","3201050","RS Umum Daerah Ciawi","RSU","B","Pemkab","290"
"361","3201046","RS Umum Daerah Cibinong","RSU","B","Pemkab","349"
"362","3201035","RS Umum Bhakti Yudha","RSU","C","Organisasi Sosial","104"
"363","3201024","RS Paru Dr. M. Goenawan Partowidigdo","RSK PARU","B","Kemkes","177"
